Salón,Entidad,Distrito,ZORE,ARE,Responsable,Codigo,ID_survey,LINK,,,,
1408-09030,14,8,9,30,Gabriela,45014,33972,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=33972&ou=45014,,,,
1408-09033,14,8,9,33,Gabriela,45016,75298,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=75298&ou=45016,,,,
1408-10062,14,8,10,62,Gabriela,45019,48726,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=48726&ou=45019,,,,
1408-10063,14,8,10,63,Gabriela,45020,48451,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=48451&ou=45020,,,,
1408-10064,14,8,10,64,Gabriela,45021,68896,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=68896&ou=45021,,,,
1408-10066,14,8,10,66,Gabriela,45022,34254,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=34254&ou=45022,,,,
1408-10067,14,8,10,67,Gabriela,45023,68524,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=68524&ou=45023,,,,
1408-11057,14,8,11,57,Gabriela,45024,75233,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=75233&ou=45024,,,,
1408-11060,14,8,11,60,Gabriela,45025,60269,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=60269&ou=45025,,,,
1408-11069,14,8,11,69,Gabriela,45028,59699,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=59699&ou=45028,,,,
1408-11072,14,8,11,72,Gabriela,45029,79589,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=79589&ou=45029,,,,
1408-12056,14,8,12,56,Gabriela,45032,34518,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=34518&ou=45032,,,,
1408-12058,14,8,12,58,Gabriela,45033,48558,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=48558&ou=45033,,,,
1408-12070,14,8,12,70,Gabriela,45035,48829,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=48829&ou=45035,,,,
1408-13035,14,8,13,35,Gabriela,45036,75166,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=75166&ou=45036,,,,
1408-13042,14,8,13,42,Gabriela,45041,34464,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=34464&ou=45041,,,,
1408-14044,14,8,14,44,Gabriela,45042,59555,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=59555&ou=45042,,,,
1408-14045,14,8,14,45,Gabriela,45043,92833,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=92833&ou=45043,,,,
1408-14052,14,8,14,52,Gabriela,45046,75587,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=75587&ou=45046,,,,
1408-14053,14,8,14,53,Gabriela,45047,59904,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=59904&ou=45047,,,,
1408-15071,14,8,15,71,Gabriela,45049,82648,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=82648&ou=45049,,,,
1408-15090,14,8,15,90,Gabriela,45051,48978,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=48978&ou=45051,,,,
1408-15091,14,8,15,91,Gabriela,45052,104771,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=104771&ou=45052,,,,
1408-15095,14,8,15,95,Gabriela,45053,49003,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=49003&ou=45053,,,,
1408-17026,14,8,17,26,Gabriela,45060,48960,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=48960&ou=45060,,,,
1408-17027,14,8,17,27,Gabriela,45061,82180,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=82180&ou=45061,,,,
1408-17031,14,8,17,31,Gabriela,45062,49165,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=49165&ou=45062,,,,
1408-17107,14,8,17,107,Gabriela,45063,34543,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=34543&ou=45063,,,,
1408-18011,14,8,18,11,Gabriela,45066,60209,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=60209&ou=45066,,,,
1408-18117,14,8,18,117,Gabriela,45067,49039,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=49039&ou=45067,,,,
1408-18119,14,8,18,119,Gabriela,45068,49381,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=49381&ou=45068,,,,
1408-18121,14,8,18,121,Gabriela,45069,60749,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=60749&ou=45069,,,,
1408-18122,14,8,18,122,Gabriela,45070,34380,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=34380&ou=45070,,,,
1408-18123,14,8,18,123,Gabriela,45071,75071,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=75071&ou=45071,,,,
1408-19128,14,8,19,128,Gabriela,45072,75376,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=75376&ou=45072,,,,
1408-19129,14,8,19,129,Gabriela,45073,49195,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=49195&ou=45073,,,,
1408-19130,14,8,19,130,Gabriela,45074,59753,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=59753&ou=45074,,,,
1408-19131,14,8,19,131,Gabriela,45075,69064,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=69064&ou=45075,,,,
1408-19136,14,8,19,136,Gabriela,45076,34998,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=34998&ou=45076,,,,
1408-19147,14,8,19,147,Gabriela,45077,96750,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=96750&ou=45077,,,,
1408-20101,14,8,20,101,Gabriela,45078,82534,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=82534&ou=45078,,,,
1408-20110,14,8,20,110,Gabriela,45080,34404,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=34404&ou=45080,,,,
1408-20112,14,8,20,112,Gabriela,45082,79974,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=79974&ou=45082,,,,
1408-20113,14,8,20,113,Gabriela,45083,82924,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=82924&ou=45083,,,,
1408-21102,14,8,21,102,Gabriela,45086,34975,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=34975&ou=45086,,,,
1408-22115,14,8,22,115,Gabriela,45090,34700,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=34700&ou=45090,,,,
1408-22132,14,8,22,132,Gabriela,45094,34849,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=34849&ou=45094,,,,
1408-22135,14,8,22,135,Gabriela,45095,49735,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=49735&ou=45095,,,,
1408-23138,14,8,23,138,Gabriela,45097,48900,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=48900&ou=45097,,,,
1408-23141,14,8,23,141,Gabriela,45099,90369,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=90369&ou=45099,,,,
1408-23148,14,8,23,148,Gabriela,45101,60395,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=60395&ou=45101,,,,
1408-24046,14,8,24,46,Gabriela,45102,34794,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=34794&ou=45102,,,,
1408-24054,14,8,24,54,Gabriela,45103,68920,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=68920&ou=45103,,,,
1408-24055,14,8,24,55,Gabriela,45104,60185,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=60185&ou=45104,,,,
1408-24084,14,8,24,84,Gabriela,45105,79822,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=79822&ou=45105,,,,
1408-24085,14,8,24,85,Gabriela,45106,34723,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=34723&ou=45106,,,,
1408-24145,14,8,24,145,Gabriela,45107,60156,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=60156&ou=45107,,,,
1408-25105,14,8,25,105,Gabriela,45108,49554,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=49554&ou=45108,,,,
1408-25126,14,8,25,126,Gabriela,45110,34878,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=34878&ou=45110,,,,
1408-25133,14,8,25,133,Gabriela,45111,75796,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=75796&ou=45111,,,,
1408-25139,14,8,25,139,Gabriela,45113,49098,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=49098&ou=45113,,,,
1409-01001,14,9,1,1,Gabriela,45115,60018,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=60018&ou=45115,,,,
1409-01002,14,9,1,2,Gabriela,45116,60557,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=60557&ou=45116,,,,
1409-02007,14,9,2,7,Gabriela,45121,69586,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=69586&ou=45121,,,,
1409-02008,14,9,2,8,Gabriela,45122,60876,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=60876&ou=45122,,,,
1409-02010,14,9,2,10,Gabriela,45124,69209,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=69209&ou=45124,,,,
1409-02011,14,9,2,11,Gabriela,45125,60779,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=60779&ou=45125,,,,
1409-02012,14,9,2,12,Gabriela,45126,68950,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=68950&ou=45126,,,,
1409-03013,14,9,3,13,Gabriela,45127,59783,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=59783&ou=45127,,,,
1409-03014,14,9,3,14,Gabriela,45128,60467,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=60467&ou=45128,,,,
1409-03015,14,9,3,15,Gabriela,45129,69268,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=69268&ou=45129,,,,
1409-03017,14,9,3,17,Gabriela,45131,35341,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=35341&ou=45131,,,,
1409-04019,14,9,4,19,Gabriela,45133,60336,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=60336&ou=45133,,,,
1409-04020,14,9,4,20,Gabriela,45134,69310,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=69310&ou=45134,,,,
1409-04021,14,9,4,21,Gabriela,45135,34764,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=34764&ou=45135,,,,
1409-04022,14,9,4,22,Gabriela,45136,49440,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=49440&ou=45136,,,,
1409-04023,14,9,4,23,Gabriela,45137,88335,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=88335&ou=45137,,,,
1409-04024,14,9,4,24,Gabriela,45138,79690,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=79690&ou=45138,,,,
1409-05025,14,9,5,25,Gabriela,45139,69160,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=69160&ou=45139,,,,
1409-05026,14,9,5,26,Gabriela,45140,60041,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=60041&ou=45140,,,,
1409-05027,14,9,5,27,Gabriela,45141,35137,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=35137&ou=45141,,,,
1409-05028,14,9,5,28,Gabriela,45142,88395,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=88395&ou=45142,,,,
1409-05030,14,9,5,30,Gabriela,45144,84748,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=84748&ou=45144,,,,
1409-06031,14,9,6,31,Gabriela,45145,49224,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=49224&ou=45145,,,,
1409-06032,14,9,6,32,Gabriela,45146,60857,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=60857&ou=45146,,,,
1409-06035,14,9,6,35,Gabriela,45149,35185,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=35185&ou=45149,,,,
1409-06036,14,9,6,36,Gabriela,45150,49788,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=49788&ou=45150,,,,
1409-07037,14,9,7,37,Gabriela,45151,60576,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=60576&ou=45151,,,,
1409-07038,14,9,7,38,Gabriela,45152,35232,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=35232&ou=45152,,,,
1409-07040,14,9,7,40,Gabriela,45154,93919,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=93919&ou=45154,,,,
1409-07041,14,9,7,41,Gabriela,45155,75394,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=75394&ou=45155,,,,
1409-07042,14,9,7,42,Gabriela,45156,49356,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=49356&ou=45156,,,,
1409-08043,14,9,8,43,Gabriela,45157,35082,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=35082&ou=45157,,,,
1409-08044,14,9,8,44,Gabriela,45158,89415,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=89415&ou=45158,,,,
1409-08045,14,9,8,45,Gabriela,45159,31092,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=31092&ou=45159,,,,
1409-08047,14,9,8,47,Gabriela,45161,92785,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=92785&ou=45161,,,,
1409-09049,14,9,9,49,Gabriela,45163,35209,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=35209&ou=45163,,,,
1409-09050,14,9,9,50,Gabriela,45164,101526,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=101526&ou=45164,,,,
1409-09051,14,9,9,51,Gabriela,45165,35370,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=35370&ou=45165,,,,
1409-09052,14,9,9,52,Gabriela,45166,35262,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=35262&ou=45166,,,,
1409-09053,14,9,9,53,Gabriela,45167,85060,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=85060&ou=45167,,,,
1409-09054,14,9,9,54,Gabriela,45168,69389,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=69389&ou=45168,,,,
1409-10055,14,9,10,55,Gabriela,45169,82702,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=82702&ou=45169,,,,
1409-11061,14,9,11,61,Gabriela,45175,101401,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=101401&ou=45175,,,,
1409-11066,14,9,11,66,Gabriela,45180,60491,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=60491&ou=45180,,,,
1409-12067,14,9,12,67,Gabriela,45181,101852,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=101852&ou=45181,,,,
1409-12068,14,9,12,68,Gabriela,45182,35557,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=35557&ou=45182,,,,
1409-12069,14,9,12,69,Gabriela,45183,104820,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=104820&ou=45183,,,,
1409-12070,14,9,12,70,Gabriela,45184,35527,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=35527&ou=45184,,,,
1409-12071,14,9,12,71,Gabriela,45185,91790,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=91790&ou=45185,,,,
1409-12072,14,9,12,72,Gabriela,45186,69484,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=69484&ou=45186,,,,
1409-13073,14,9,13,73,Gabriela,45187,69731,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=69731&ou=45187,,,,
1409-13074,14,9,13,74,Gabriela,45188,49986,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=49986&ou=45188,,,,
1409-13076,14,9,13,76,Gabriela,45190,35287,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=35287&ou=45190,,,,
1409-13077,14,9,13,77,Gabriela,45191,49632,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=49632&ou=45191,,,,
1409-13078,14,9,13,78,Gabriela,45192,49926,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=49926&ou=45192,,,,
1409-14081,14,9,14,81,Gabriela,45195,61343,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=61343&ou=45195,,,,
1409-14082,14,9,14,82,Gabriela,45196,35586,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=35586&ou=45196,,,,
1409-14083,14,9,14,83,Gabriela,45197,61007,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=61007&ou=45197,,,,
1409-14084,14,9,14,84,Gabriela,45198,69106,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=69106&ou=45198,,,,
1409-15085,14,9,15,85,Gabriela,45199,70080,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=70080&ou=45199,,,,
1409-15086,14,9,15,86,Gabriela,45200,35634,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=35634&ou=45200,,,,
1409-15087,14,9,15,87,Gabriela,45201,60653,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=60653&ou=45201,,,,
